,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE
5949,KARAPAKKAM,1459,2,2,4,Yes,22853,Commercial,AllPub,Paved,A,9605500
5950,VELACHERY,1889,3,2,5,Yes,12210,House,NoSeWa,Paved,A,8941450
5951,CHROMPET,1155,1,1,3,Yes,9746,House,NoSeWa,No Access,RM,9784500
5952,ANNA NAGAR,1707,1,1,4,Yes,12490,Commercial,AllPub,Gravel,RH,20399250
5953,ADYAR,896,1,1,3,No,10388,House,NoSeWa,Gravel,A,6226140
5954,VELACHERY,1972,3,2,5,No,10492,House,NoSeWa,No Access,RM,10282630
5955,VELACHERY,1506,2,1,4,Yes,20488,House,AllPub,No Access,RH,8202120
5956,CHROMPET,868,1,1,3,Yes,17143,House,ELO,Gravel,RL,8634900
5957,ANNA NAGAR,1661,1,1,4,Yes,10993,Commercial,NoSeWa,No Access,RH,18792260
5958,CHROMPET,962,1,1,3,Yes,10624,Commercial,NoSeWa,Paved,RH,12288650
5959,KK NAGAR,1609,2,1,4,Yes,12637,Others,NoSeWa,Gravel,RM,11311420
5960,CHROMPET,1250,2,1,4,Yes,7419,House,NoSeWa,Gravel,RH,10236350
5961,ANNA NAGAR,1796,1,1,4,Yes,20491,Others,NoSeWa,Gravel,RH,13800280
5962,KARAPAKKAM,909,1,1,3,No,14445,Others,NoSeWa,Paved,RH,5844625
5963,VELACHERY,1930,3,2,5,No,21929,Others,ELO,Gravel,RM,11853530
5964,ANNA NAGAR,2000,2,1,5,No,13111,Commercial,NoSeWa,Gravel,RH,21336660
5965,ADYAR,949,1,1,3,Yes,15752,Others,NoSeWa,No Access,A,6620420
5966,ANNA NAGAR,1639,1,1,4,No,18981,Commercial,NoSeWa,Gravel,RH,17976550
5967,CHROMPET,923,1,1,3,Yes,18948,House,ELO,No Access,RL,7681650
5968,KARAPAKKAM,502,1,1,2,No,10555,Commercial,NoSeWa,Paved,I,5358500
5969,VELACHERY,1511,2,1,4,Yes,12285,House,ELO,Gravel,RL,10369970
5970,ADYAR,873,1,1,3,Yes,8971,Commercial,NoSeWa,Paved,RL,12590580
5971,KK NAGAR,2155,3,2,5,No,14014,House,AllPub,Gravel,RL,11217480
5972,ADYAR,647,1,1,2,Yes,11501,House,NoSeWa,Paved,I,7204440
5973,CHROMPET,934,1,1,3,Yes,10539,Others,NoSeWa,No Access,RM,9387330
5974,KK NAGAR,2251,4,2,6,Yes,13739,House,AllPub,Paved,RM,12992320
5975,KARAPAKKAM,670,1,1,2,Yes,11686,House,ELO,No Access,C,4513000
5976,KARAPAKKAM,1343,2,2,4,No,17689,Commercial,ELO,No Access,A,7585000
5977,CHROMPET,1021,1,1,3,Yes,9562,Commercial,NoSeWa,No Access,RL,12605100
5978,KARAPAKKAM,882,1,1,2,No,21851,Commercial,NoSeWa,No Access,C,5447000
5979,VELACHERY,1573,2,1,4,No,12943,House,NoSeWa,No Access,RH,8024600
5980,ANNA NAGAR,1979,2,1,5,No,10251,Commercial,NoSeWa,No Access,RH,20203750
5981,T NAGAR,1926,2,1,5,No,15500,Commercial,AllPub,No Access,RM,21006920
5982,KARAPAKKAM,1347,2,2,4,No,21845,House,NoSeWa,No Access,RL,6374000
5983,T NAGAR,1760,1,1,4,Yes,15881,Commercial,ELO,Paved,RH,19430380
5984,KK NAGAR,1776,2,1,4,Yes,13308,Commercial,NoSeWa,Paved,RH,15140080
5985,CHROMPET,1037,1,1,3,Yes,9392,House,NoSeWa,Paved,RM,9966200
5986,KARAPAKKAM,1365,2,2,4,Yes,6540,Others,AllPub,Paved,C,7729875
5987,KARAPAKKAM,1179,1,1,3,No,9335,Commercial,NoSeWa,No Access,RM,10175500
5988,ANNA NAGAR,1514,1,1,4,Yes,7579,Others,ELO,Paved,RH,11978250
5989,CHROMPET,1103,1,1,3,Yes,9810,Commercial,NoSeWa,No Access,RM,13622050
5990,CHROMPET,878,1,1,3,No,16399,Others,NoSeWa,Gravel,RM,8960460
5991,ANNA NAGAR,1571,1,1,4,No,17549,Commercial,ELO,Paved,RL,17542930
5992,VELACHERY,1502,2,1,4,No,24880,Others,ELO,Paved,I,7489210
5993,VELACHERY,1737,2,1,4,No,7940,Others,NoSeWa,No Access,A,7688390
5994,KARAPAKKAM,1252,1,1,3,Yes,8382,Others,ELO,Gravel,RM,9951000
5995,KARAPAKKAM,1584,2,2,4,Yes,14609,House,NoSeWa,Paved,A,6972000
5996,ANNA NAGAR,1658,1,1,4,No,20483,Others,ELO,Paved,RM,12547180
5997,ANNA NAGAR,1833,2,1,5,Yes,14258,Commercial,ELO,Gravel,RM,21926630
5998,CHROMPET,1057,1,1,3,Yes,16958,House,NoSeWa,Gravel,RM,10186950
5999,KARAPAKKAM,871,1,1,2,No,11420,Others,ELO,No Access,RM,6491375
6000,CHROMPET,844,1,1,3,No,9839,Others,NoSeWa,No Access,RL,7676730
6001,ANNA NAGAR,1741,1,1,4,No,16919,Commercial,NoSeWa,Gravel,RM,20560910
6002,KK NAGAR,2497,4,2,6,Yes,13018,Others,AllPub,Gravel,RL,14367780
6003,KARAPAKKAM,1265,1,1,3,No,7980,House,NoSeWa,No Access,RL,6927750
6004,ANNA NAGAR,1769,1,1,4,Yes,12097,Others,ELO,Gravel,RM,15502160
6005,T NAGAR,1902,2,1,5,Yes,15413,Others,NoSeWa,No Access,RH,13780420
6006,KK NAGAR,1895,3,2,5,No,12637,Commercial,NoSeWa,Gravel,RM,16234440
6007,KK NAGAR,1531,2,1,4,Yes,11244,Commercial,AllPub,Gravel,RH,13926940
6008,VELACHERY,1838,3,2,5,No,23617,Others,ELO,Gravel,I,9660660
6009,ADYAR,1288,2,2,4,No,10040,House,AllPub,Gravel,RL,10621695
6010,ANNA NAGAR,1738,1,1,4,No,19249,Others,AllPub,Paved,RM,13104880
6011,KARAPAKKAM,1010,1,1,3,Yes,20231,Commercial,NoSeWa,No Access,A,6787250
6012,ADYAR,909,1,1,3,No,6763,Commercial,AllPub,Paved,A,9812105
6013,VELACHERY,1635,2,1,4,Yes,18628,Commercial,ELO,No Access,RH,13836800
6014,KARAPAKKAM,744,1,1,2,No,21439,Others,NoSeWa,Gravel,I,5236000
6015,KARAPAKKAM,945,1,1,3,No,10433,House,NoSeWa,Paved,C,4941000
6016,CHROMPET,1063,1,1,3,Yes,14555,House,ELO,Gravel,RM,10072650
6017,ANNA NAGAR,1823,2,1,5,No,20371,Commercial,NoSeWa,No Access,RL,19103360
6018,KK NAGAR,1358,2,1,4,No,9708,Others,NoSeWa,Gravel,RL,9324040
6019,VELACHERY,1870,3,2,5,No,16425,House,AllPub,Gravel,A,8543280
6020,CHROMPET,1207,2,1,4,No,16529,Others,AllPub,Paved,RH,8929340
6021,ANNA NAGAR,1892,2,1,5,No,5842,Others,AllPub,No Access,RH,13082710
6022,VELACHERY,1857,3,2,5,No,17726,Others,AllPub,Gravel,RH,10738570
6023,ADYAR,1296,2,2,4,Yes,14310,Others,AllPub,No Access,RM,11651505
6024,CHROMPET,1012,1,1,3,Yes,14075,House,NoSeWa,Paved,RH,8331850
6025,CHROMPET,733,1,1,2,No,13739,House,AllPub,Gravel,RH,7319850
6026,KARAPAKKAM,1224,1,1,3,Yes,16960,Commercial,AllPub,Paved,RM,11543250
6027,VELACHERY,1587,2,1,4,No,26076,Others,ELO,Paved,C,7299610
6028,CHROMPET,858,1,1,3,No,10970,Others,ELO,Paved,RM,8617960
6029,CHROMPET,830,1,1,3,Yes,17579,Commercial,NoSeWa,Paved,RM,11842250
6030,VELACHERY,1665,2,1,4,No,22810,House,NoSeWa,No Access,RH,7516880
6031,ADYAR,1003,1,1,3,Yes,14433,Commercial,ELO,Gravel,C,12344390
6032,CHROMPET,867,1,1,3,Yes,13552,Others,ELO,Paved,RM,9455790
6033,CHROMPET,1081,1,1,3,Yes,5645,Others,AllPub,Gravel,RL,10908570
6034,VELACHERY,1976,3,2,5,Yes,23196,Commercial,ELO,No Access,RH,15256080
6035,CHROMPET,1118,1,1,3,No,16826,House,AllPub,Gravel,RH,8688350
6036,KARAPAKKAM,1283,1,1,3,No,17232,Others,NoSeWa,Gravel,RL,8177125
6037,CHROMPET,889,1,1,3,Yes,13043,Commercial,NoSeWa,Paved,RH,11546650
6038,KK NAGAR,2236,4,2,6,Yes,13991,Others,NoSeWa,Paved,RL,12734420
6039,KK NAGAR,2113,3,2,5,No,11584,Commercial,NoSeWa,Gravel,RH,16129140
6040,T NAGAR,1843,2,1,5,No,15124,Commercial,ELO,Gravel,RL,20889760
6041,KK NAGAR,1795,3,2,5,Yes,8259,Others,NoSeWa,Paved,RL,11511100
6042,ADYAR,1070,1,1,3,No,17233,House,NoSeWa,Paved,RH,7770395
6043,T NAGAR,1545,1,1,4,No,17103,Commercial,AllPub,No Access,RL,16838870
6044,VELACHERY,1700,2,1,4,Yes,14222,Commercial,ELO,No Access,RL,14602040
6045,T NAGAR,1511,1,1,4,No,8802,Others,NoSeWa,Gravel,RL,12703130
6046,CHROMPET,1104,1,1,3,No,10503,Others,NoSeWa,No Access,RL,8265980
6047,ADYAR,771,1,1,2,No,6108,House,AllPub,No Access,RM,8358575
6048,KK NAGAR,1605,2,1,4,Yes,7419,Others,NoSeWa,Paved,RL,10918260
6049,ANNA NAGAR,1558,1,1,4,Yes,7229,Others,NoSeWa,No Access,RH,11950360
6050,KK NAGAR,1550,2,1,4,No,6981,House,NoSeWa,Paved,RL,9084140
6051,CHROMPET,853,1,1,3,Yes,10101,Commercial,NoSeWa,No Access,RL,11278550
6052,ADYAR,948,1,1,3,Yes,18203,House,AllPub,Gravel,A,7168585
6053,KARAPAKKAM,942,1,1,3,Yes,19125,House,NoSeWa,Gravel,A,5255750
6054,CHROMPET,1102,1,1,3,No,14953,House,NoSeWa,Paved,RL,8446600
6055,CHROMPET,823,1,1,3,Yes,9007,House,NoSeWa,Paved,RH,7791750
6056,T NAGAR,1792,1,1,4,Yes,11466,Others,NoSeWa,Paved,RM,14993670
6057,CHROMPET,871,1,1,3,Yes,15119,Others,ELO,Paved,RL,8742520
6058,VELACHERY,1644,2,1,4,Yes,14336,House,AllPub,No Access,A,7866010
6059,CHROMPET,1081,1,1,3,Yes,7863,House,NoSeWa,Paved,RH,8847900
6060,KK NAGAR,1759,2,1,4,No,10756,House,NoSeWa,Gravel,RM,10392560
6061,ANNA NAGAR,1611,1,1,4,Yes,14961,Others,NoSeWa,Gravel,RM,14309040
6062,CHROMPET,1138,1,1,3,Yes,15640,Others,NoSeWa,Gravel,RH,10032310
6063,ANNA NAGAR,1886,2,1,5,Yes,10807,Commercial,ELO,No Access,RH,20007810
6064,KK NAGAR,2207,3,2,5,No,13294,House,NoSeWa,Gravel,RH,10327100
6065,KK NAGAR,1678,2,1,4,No,13642,Commercial,AllPub,Paved,RH,13239280
6066,CHROMPET,886,1,1,3,Yes,11450,Commercial,NoSeWa,Gravel,RM,13510550
6067,ANNA NAGAR,1691,1,1,4,No,12386,Commercial,NoSeWa,Paved,RH,18132160
6068,ADYAR,1278,2,2,4,No,13885,Others,AllPub,Gravel,RM,11818860
6069,T NAGAR,1835,2,1,5,Yes,8110,Commercial,ELO,No Access,RM,20990270
6070,ANNA NAGAR,1827,2,1,5,No,20871,House,ELO,Gravel,RH,12184280
6071,KARAPAKKAM,922,1,1,3,Yes,19462,Commercial,NoSeWa,Paved,A,6660500
6072,CHROMPET,1207,2,1,4,No,15352,Commercial,NoSeWa,No Access,RM,13690650
6073,CHROMPET,870,1,1,3,Yes,17594,House,NoSeWa,No Access,RM,8169350
6074,VELACHERY,1651,2,1,4,No,11009,Others,AllPub,No Access,A,7102330
6075,ADYAR,846,1,1,3,No,15989,Commercial,NoSeWa,Paved,A,8425520
6076,CHROMPET,1085,1,1,3,No,18712,Commercial,NoSeWa,Paved,RM,12732500
6077,CHROMPET,1166,1,1,3,Yes,10212,Commercial,AllPub,Paved,RL,14814550
6078,ADYAR,601,1,1,2,No,11139,House,NoSeWa,Paved,RH,6059870
6079,KARAPAKKAM,711,1,1,2,No,21035,House,NoSeWa,Paved,I,4188750
6080,CHROMPET,1005,1,1,3,Yes,6365,Others,NoSeWa,No Access,RH,8536600
6081,VELACHERY,1554,2,1,4,No,9333,House,ELO,Gravel,I,8359690
6082,KARAPAKKAM,1245,1,1,3,Yes,14678,Commercial,NoSeWa,No Access,RL,10972000
6083,VELACHERY,1783,2,1,4,Yes,14746,Others,AllPub,Paved,RL,11793060
6084,CHROMPET,909,1,1,3,No,4590,House,NoSeWa,Paved,RL,8083950
6085,CHROMPET,1214,2,1,4,No,13179,Commercial,NoSeWa,Paved,RH,12840250
6086,VELACHERY,1743,2,1,4,Yes,21866,Others,NoSeWa,Gravel,A,9392380
6087,CHROMPET,1035,1,1,3,No,6405,Commercial,ELO,Gravel,RM,13223000
6088,T NAGAR,1848,2,1,5,Yes,9043,House,AllPub,Gravel,RL,14328620
6089,VELACHERY,1880,3,2,5,Yes,16505,Commercial,ELO,Paved,I,15189120
6090,T NAGAR,1790,1,1,4,Yes,17335,Others,NoSeWa,No Access,RM,13715380
6091,CHROMPET,862,1,1,3,Yes,6616,Commercial,NoSeWa,Gravel,RM,13281200
6092,CHROMPET,927,1,1,3,No,9491,Commercial,NoSeWa,Paved,RL,11316450
6093,CHROMPET,1088,1,1,3,No,9762,House,NoSeWa,Paved,RH,7525650
6094,KARAPAKKAM,1362,2,2,4,No,13231,House,NoSeWa,No Access,RM,7413750
6095,T NAGAR,1754,1,1,4,Yes,13958,Others,NoSeWa,Gravel,RH,14008530
6096,CHROMPET,1097,1,1,3,No,10627,House,AllPub,Paved,RM,9349850
6097,ADYAR,1295,2,2,4,No,10860,House,ELO,Gravel,A,7527770
6098,VELACHERY,1607,2,1,4,Yes,13067,Commercial,AllPub,Paved,RL,14962620
6099,KARAPAKKAM,1606,2,2,4,Yes,10419,House,ELO,Gravel,A,7629750
6100,KARAPAKKAM,1291,1,1,3,Yes,13188,House,NoSeWa,No Access,RM,8096500
6101,KK NAGAR,1418,2,1,4,Yes,8199,House,AllPub,Gravel,RH,9354620
6102,KK NAGAR,1317,1,1,3,No,11251,Commercial,NoSeWa,Gravel,RH,11548600
6103,ANNA NAGAR,1832,2,1,5,No,10561,Commercial,ELO,Gravel,RL,20686670
6104,ADYAR,993,1,1,3,Yes,12501,House,ELO,Gravel,A,7238630
6105,ADYAR,1153,1,1,3,No,13106,House,AllPub,Gravel,RL,9814930
6106,CHROMPET,724,1,1,2,Yes,4454,House,AllPub,Paved,RH,8052400
6107,KK NAGAR,1582,2,1,4,Yes,9028,House,NoSeWa,Paved,RL,9866820
6108,KARAPAKKAM,1115,1,1,3,No,9305,Commercial,ELO,No Access,RL,9161750
6109,ADYAR,1112,1,1,3,No,15968,House,NoSeWa,Paved,A,6076595
6110,KARAPAKKAM,1678,2,2,4,Yes,20938,House,NoSeWa,No Access,C,7001750
6111,KARAPAKKAM,806,1,1,2,Yes,22992,Commercial,AllPub,No Access,A,5468500
6112,VELACHERY,1503,2,1,4,No,18312,Commercial,AllPub,No Access,RH,12089360
6113,KK NAGAR,2346,4,2,6,Yes,9545,House,NoSeWa,Gravel,RL,12814080
6114,KARAPAKKAM,839,1,1,2,No,16799,Commercial,NoSeWa,Paved,C,6179750
6115,CHROMPET,760,1,1,2,No,5008,House,NoSeWa,Gravel,RM,8523750
6116,KARAPAKKAM,1506,2,2,4,Yes,19245,Commercial,NoSeWa,No Access,C,9940500
6117,VELACHERY,1640,2,1,4,Yes,15575,House,NoSeWa,Gravel,RH,9975260
6118,KARAPAKKAM,896,1,1,3,Yes,14820,Others,NoSeWa,Paved,RH,6934500
6119,KARAPAKKAM,1409,2,2,4,Yes,7304,Others,NoSeWa,Paved,RH,8826875
6120,KK NAGAR,1633,2,1,4,No,14214,Others,NoSeWa,Paved,RL,9751820
6121,CHROMPET,1139,1,1,3,Yes,8950,Commercial,NoSeWa,Paved,RL,14441850
6122,CHROMPET,1101,1,1,3,Yes,18428,Commercial,NoSeWa,No Access,RM,13641050
6123,KK NAGAR,2396,4,2,6,Yes,11658,House,NoSeWa,Paved,RM,12728180
6124,CHROMPET,1119,1,1,3,Yes,18781,House,NoSeWa,Gravel,RM,10386800
6125,ANNA NAGAR,1857,2,1,5,Yes,14569,Others,AllPub,Paved,RM,15740140
6126,T NAGAR,1886,2,1,5,Yes,9495,House,AllPub,Gravel,RH,13952630
6127,VELACHERY,1692,2,1,4,No,13840,House,AllPub,Gravel,RL,10012960
6128,VELACHERY,1655,2,1,4,Yes,9983,Commercial,ELO,No Access,RH,13723030
6129,KARAPAKKAM,622,1,1,2,Yes,7646,House,ELO,Paved,RH,6034000
6130,VELACHERY,1647,2,1,4,No,19784,House,ELO,No Access,I,6866800
6131,ADYAR,1239,2,2,4,No,8520,Others,ELO,No Access,RL,10009165
6132,KK NAGAR,1471,2,1,4,Yes,8971,Others,NoSeWa,Gravel,RM,11350880
6133,KK NAGAR,1505,2,1,4,Yes,13871,Others,NoSeWa,Paved,RL,10005620
6134,CHROMPET,916,1,1,3,Yes,17457,Others,ELO,Paved,RL,8847420
6135,ADYAR,693,1,1,2,No,11850,Others,NoSeWa,Gravel,C,6241800
6136,VELACHERY,1852,3,2,5,No,20922,House,NoSeWa,No Access,I,7754200
6137,CHROMPET,1191,1,1,3,Yes,7058,Commercial,NoSeWa,Paved,RH,13752850
6138,CHROMPET,1061,1,1,3,Yes,17423,Others,ELO,Paved,RM,10074070
6139,KK NAGAR,2493,4,2,6,No,7805,Others,NoSeWa,Paved,RH,12152660
6140,CHROMPET,1015,1,1,3,No,8053,House,NoSeWa,Paved,RH,7568500
6141,KK NAGAR,1911,3,2,5,No,10678,House,AllPub,Paved,RM,10574160
6142,CHROMPET,1287,2,1,4,No,9489,House,NoSeWa,Gravel,RL,9966350
6143,KARAPAKKAM,1576,2,2,4,Yes,9876,House,ELO,Paved,RM,9765250
6144,CHROMPET,840,1,1,3,No,12730,Others,ELO,Gravel,RM,8595550
6145,VELACHERY,1626,2,1,4,Yes,20089,Others,NoSeWa,No Access,RH,9000960
6146,CHROMPET,1262,2,1,4,No,17737,Commercial,AllPub,Paved,RH,13214700
6147,CHROMPET,1261,2,1,4,Yes,12196,House,NoSeWa,Gravel,RL,11037750
6148,CHROMPET,1015,1,1,3,No,9832,Others,NoSeWa,Gravel,RL,9168900
6149,CHROMPET,1195,1,1,3,Yes,17368,Commercial,AllPub,Paved,RL,14168750
6150,CHROMPET,800,1,1,2,Yes,10483,Others,ELO,Paved,RH,7959100
6151,VELACHERY,1873,3,2,5,Yes,19893,Commercial,ELO,No Access,RL,15421030
6152,KK NAGAR,2207,3,2,5,No,9459,House,AllPub,Gravel,RH,10698900
6153,VELACHERY,1732,2,1,4,No,17044,Commercial,NoSeWa,Paved,RH,13955470
6154,CHROMPET,961,1,1,3,Yes,10895,Commercial,NoSeWa,Paved,RL,12661850
6155,VELACHERY,1986,3,2,5,No,25570,Others,AllPub,No Access,RM,10360480
6156,ANNA NAGAR,1823,2,1,5,Yes,11786,Others,ELO,Gravel,RL,14531570
6157,CHROMPET,830,1,1,3,No,11907,Others,NoSeWa,No Access,RH,6416600
6158,CHROMPET,724,1,1,2,Yes,6276,Commercial,AllPub,Paved,RH,10529400
6159,CHROMPET,1007,1,1,3,No,12525,Others,NoSeWa,No Access,RH,7456590
6160,VELACHERY,1875,3,2,5,No,11206,Commercial,NoSeWa,No Access,RL,15062480
6161,ADYAR,1150,1,1,3,No,8353,Commercial,ELO,No Access,I,11660780
6162,VELACHERY,1693,2,1,4,Yes,12365,Commercial,NoSeWa,No Access,A,12759490
6163,VELACHERY,1538,2,1,4,No,18453,House,NoSeWa,Paved,C,6831380
6164,ANNA NAGAR,1993,2,1,5,No,9581,Commercial,AllPub,Gravel,RM,23314580
6165,ADYAR,926,1,1,3,No,18022,Commercial,NoSeWa,Paved,RM,12310870
6166,ANNA NAGAR,1994,2,1,5,Yes,7939,House,NoSeWa,Gravel,RM,15147490
6167,CHROMPET,1061,1,1,3,No,13456,Others,AllPub,Gravel,RL,9400670
6168,ANNA NAGAR,1803,2,1,5,Yes,13743,House,NoSeWa,Paved,RH,12827720
6169,VELACHERY,1664,2,1,4,Yes,9996,Commercial,AllPub,Paved,I,14299300
6170,ADYAR,978,1,1,3,No,14790,House,NoSeWa,No Access,RH,6803175
6171,T NAGAR,1914,2,1,5,Yes,9762,House,ELO,No Access,RM,13409070
6172,VELACHERY,1668,2,1,4,No,13940,Others,NoSeWa,Paved,I,9034940
6173,ADYAR,1205,2,2,4,No,6574,Commercial,NoSeWa,Paved,RL,14279490
6174,KARAPAKKAM,685,1,1,2,No,11974,House,NoSeWa,Gravel,RH,5693500
6175,KK NAGAR,2088,3,2,5,No,13765,House,AllPub,Gravel,RL,11028940
6176,CHROMPET,1014,1,1,3,Yes,10179,Others,NoSeWa,Paved,RM,10742130
6177,CHROMPET,806,1,1,3,Yes,15384,House,NoSeWa,Gravel,RH,7778900
6178,VELACHERY,1545,2,1,4,Yes,12922,Others,ELO,Gravel,I,9674790
6179,CHROMPET,1045,1,1,3,No,8010,Commercial,NoSeWa,Gravel,RM,13520850
6180,T NAGAR,1951,2,1,5,Yes,19930,Others,ELO,No Access,RH,13576610
6181,KARAPAKKAM,898,1,1,3,No,17079,Others,AllPub,No Access,I,5164250
6182,KK NAGAR,2339,4,2,6,Yes,9306,Commercial,NoSeWa,Gravel,RH,18829680
6183,KK NAGAR,2379,4,2,6,No,12124,House,NoSeWa,Paved,RM,11896620
6184,KARAPAKKAM,1692,2,2,4,Yes,7807,House,NoSeWa,Gravel,RL,9966750
6185,KK NAGAR,2352,4,2,6,Yes,10039,Others,NoSeWa,Gravel,RM,14404780
6186,CHROMPET,1114,1,1,3,Yes,15850,House,NoSeWa,Gravel,RL,9738300
6187,ANNA NAGAR,1890,2,1,5,Yes,18884,House,NoSeWa,Gravel,RH,13383450
6188,KK NAGAR,2363,4,2,6,No,13229,House,AllPub,Paved,RL,11472860
6189,VELACHERY,1527,2,1,4,No,16038,Commercial,AllPub,No Access,RH,12148390
6190,KK NAGAR,2193,3,2,5,Yes,13924,Others,NoSeWa,Paved,RM,13491940
6191,ADYAR,1206,2,2,4,Yes,7222,Others,NoSeWa,No Access,I,9378105
6192,CHROMPET,728,1,1,2,Yes,9449,House,ELO,Gravel,RH,7705900
6193,CHROMPET,1231,2,1,4,Yes,8744,House,NoSeWa,No Access,RL,9540150
6194,VELACHERY,1735,2,1,4,Yes,13977,Commercial,NoSeWa,Paved,RH,15000180
6195,KARAPAKKAM,1266,1,1,3,Yes,12178,House,NoSeWa,No Access,RH,6801500
6196,VELACHERY,1977,3,2,5,No,25532,House,ELO,No Access,I,7829240
6197,T NAGAR,1915,2,1,5,Yes,14750,House,ELO,No Access,RM,13464510
6198,CHROMPET,1295,2,1,4,Yes,18164,Others,NoSeWa,Gravel,RM,11553400
6199,CHROMPET,749,1,1,2,No,6568,Commercial,NoSeWa,No Access,RL,9544150
6200,T NAGAR,1884,2,1,5,Yes,6858,Commercial,ELO,No Access,RH,20497670
6201,KK NAGAR,1361,2,1,4,Yes,6437,Others,NoSeWa,Gravel,RL,10637520
6202,KK NAGAR,1934,3,2,5,No,12734,House,NoSeWa,Gravel,RM,10915660
6203,CHROMPET,1055,1,1,3,Yes,15439,House,AllPub,Paved,RM,10013250
6204,CHROMPET,851,1,1,3,Yes,6814,Others,ELO,Gravel,RM,10199620
6205,CHROMPET,1118,1,1,3,Yes,11611,House,NoSeWa,No Access,RH,8154400
6206,KARAPAKKAM,1451,2,2,4,No,18356,House,NoSeWa,No Access,I,5489750
6207,KK NAGAR,2470,4,2,6,No,13519,House,AllPub,Paved,RL,11632500
6208,CHROMPET,935,1,1,3,No,5295,Commercial,AllPub,No Access,RL,11056500
6209,KK NAGAR,2500,4,2,6,No,15712,House,NoSeWa,Paved,RM,12113600
6210,ANNA NAGAR,1984,2,1,5,No,16739,Commercial,NoSeWa,Gravel,RH,20654230
6211,ANNA NAGAR,1818,2,1,5,No,14870,Others,AllPub,Gravel,RM,15025660
6212,VELACHERY,1741,2,1,4,No,7403,Others,NoSeWa,No Access,RM,10991250
6213,CHROMPET,1065,1,1,3,No,18160,Others,NoSeWa,Paved,RL,8934000
6214,CHROMPET,858,1,1,3,No,10559,Commercial,NoSeWa,Gravel,RL,11597500
6215,CHROMPET,702,1,1,2,No,9736,House,AllPub,Paved,RH,6437350
6216,KARAPAKKAM,613,1,1,2,No,10620,House,AllPub,Gravel,A,4004250
6217,ANNA NAGAR,1896,2,1,5,No,13767,Commercial,AllPub,Paved,RL,20684660
6218,KARAPAKKAM,833,1,1,2,No,20342,Others,AllPub,No Access,A,3267125
6219,KK NAGAR,2047,3,2,5,No,7703,Others,NoSeWa,Gravel,RM,12402500
6220,T NAGAR,1579,1,1,4,Yes,19829,Commercial,AllPub,Gravel,RL,19124310
6221,CHROMPET,988,1,1,3,Yes,18469,Commercial,AllPub,Paved,RH,12019650
6222,T NAGAR,1667,1,1,4,Yes,11992,Others,NoSeWa,No Access,RM,13476000
6223,KARAPAKKAM,1184,1,1,3,No,14557,House,ELO,No Access,A,3793250
6224,VELACHERY,1733,2,1,4,No,25641,Commercial,NoSeWa,No Access,A,11011880
6225,CHROMPET,1106,1,1,3,Yes,16404,House,ELO,Gravel,RH,9006900
6226,KK NAGAR,2058,4,2,6,No,6797,Commercial,NoSeWa,Gravel,RL,17076900
6227,CHROMPET,1055,1,1,3,Yes,8947,House,NoSeWa,No Access,RL,8799000
6228,T NAGAR,1735,1,1,4,Yes,16503,Others,ELO,No Access,RM,14217890
6229,CHROMPET,809,1,1,3,No,16105,House,AllPub,Paved,RL,7347950
6230,KK NAGAR,1335,2,1,4,No,7650,House,NoSeWa,Gravel,RL,9020160
6231,KARAPAKKAM,652,1,1,2,No,17268,Others,AllPub,No Access,RL,5093750
6232,CHROMPET,1095,1,1,3,Yes,6881,Others,AllPub,Gravel,RM,11301650
6233,KARAPAKKAM,1477,2,2,4,No,8704,House,ELO,Paved,RH,7685250
6234,VELACHERY,1819,3,2,5,No,16949,Others,NoSeWa,Paved,C,8380250
6235,T NAGAR,1982,2,1,5,Yes,9821,House,NoSeWa,Gravel,RM,15880930
6236,ANNA NAGAR,1599,1,1,4,No,17885,House,ELO,Gravel,RL,11391530
6237,CHROMPET,941,1,1,3,No,16124,Others,NoSeWa,Gravel,RM,9696120
6238,CHROMPET,1198,1,1,3,No,19527,House,NoSeWa,Paved,RM,9020650
6239,ADYAR,967,1,1,3,Yes,17878,Commercial,ELO,Paved,A,10008525
6240,VELACHERY,1637,2,1,4,Yes,7594,Others,NoSeWa,Paved,RM,12129780
6241,KARAPAKKAM,1678,2,2,4,No,21528,Others,NoSeWa,No Access,I,6765500
6242,ADYAR,1023,1,1,3,No,8927,Others,AllPub,Paved,I,8847850
6243,KARAPAKKAM,774,1,1,2,No,12117,House,ELO,Gravel,C,4577750
6244,CHROMPET,1032,1,1,3,No,17940,Commercial,NoSeWa,Gravel,RH,11679950
6245,CHROMPET,889,1,1,3,Yes,15391,Others,NoSeWa,Gravel,RM,10010430
6246,KARAPAKKAM,974,1,1,3,No,19962,House,NoSeWa,Paved,RL,5890500
6247,KARAPAKKAM,790,1,1,2,Yes,22475,House,ELO,Paved,RM,6918500
6248,KARAPAKKAM,931,1,1,3,No,13618,House,ELO,Paved,I,5146250
6249,ADYAR,659,1,1,2,Yes,15080,House,AllPub,Gravel,RH,7945975
6250,KK NAGAR,2120,3,2,5,Yes,8266,Commercial,AllPub,Gravel,RM,18604220
6251,CHROMPET,843,1,1,3,No,9401,Others,NoSeWa,No Access,RL,7358760
